id,name,image,effect,FP cost,description,dlc
64,Holy Water Pot,http://eldenring.wiki.fextralife.com/file/Elden-Ring/holy_water_pot_elden_ring_wiki_guide_200px.png,Uses FP. Throw at enemies to inflict Holy Damage,5,"Craftable item prepared using a cracked pot. Enchanted by incantations of the Golden Order. Consumes FP. Throw at enemy to inflict holy damage. Highly effective against Those Who Live in Death, even preventing them from rising again.The Golden Order has no mercy for those who trespass beyond life's bounds.",0
65,Scriptstone,http://eldenring.wiki.fextralife.com/file/Elden-Ring/scriptstone_elden_ring_wiki_guide_200px.png,Reveals more messages from other worlds,2,"Ruin Fragment with a cipher inscription. Craftable item. Uses FP to reveal more messages from other worlds. Words are gregarious things, drawn to one another much as people are.",0
66,Rainbow Stone,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rainbow_stone_elden_ring_wiki_guide_200px.png,"Shines with colored light when placed, serving as a guide",0,"Ruin Fragment that has undergone some simple processing. Craftable item. Stones such as these shine with the colors of the rainbow, making them useful markers when placed on the ground. Can also be dropped to gauge the distance of a fall. The higher the pitch of the sound, the higher the likelihood of the fall being fatal. Once used to entertain children on the fringes of the Lands Between.",0
67,Rowa Raisin,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rowa_raisin_elden_ring_wiki_guide_200px.png,"On horseback, feed to Torrent to restore HP",0,"Preparation of dried Rowa fruit. Craftable item. Feed to Torrent, the spectral steed, while riding to restore his HP. Humans are unable to digest Rowa fruit, but Torrent seems to have a taste for it.",0
68,Roped Fire Pot,http://eldenring.wiki.fextralife.com/file/Elden-Ring/roped_fire_pot_elden_ring_wiki_guide_200px.png,Throw behind to inflict Fire Damage.,0,"Craftable item prepared using a cracked pot. A cocktail of incendiary materials is sealed inside, and a short rope that aids throwing has been secured around the pot. Throw at rearward enemies to inflict fire damage.",0
69,Glowstone,http://eldenring.wiki.fextralife.com/file/Elden-Ring/glowstone_elden_ring_wiki_guide_200px.png,Emits a faint light from the location it is placed,0,"Polished Ruin Fragment that shines brighter than Rainbow Stone. Craftable item. Emits light from the location it is placed, illuminating surroundings. However, the effect is short-lived, and it lacks the diverse colors of rainbow stones. May serve some benefit in dark places, or at night.",0
70,Flask of Wondrous Physick,http://eldenring.wiki.fextralife.com/file/Elden-Ring/flask_of_wondrous_physick_elden_ring_wiki_guide_200px.png,Bestows various special effects,0,"A relic of the physick chemists, priests of the Erdtree. Harnesses the powers of crystal tears, which only form after the passage of many moons. Various special effects are bestowed upon the drinker, dependent on the specific mixture of crystal tears. Rest at a site of grace to replenish. Basins are placed at the feet of Minor Erdtrees throughout the Lands Between in order to collect their crystallized tears.",0
71,Pauper's Rune,http://eldenring.wiki.fextralife.com/file/Elden-Ring/paupers_rune_consumables_elden_ring_wiki_guide_200px.png,Use to gain a few runes,0,"Grace that dwells within the inhabitants of The Lands Between; the lingering residue of gold. Use to gain a few runes. For all that they may be feeble things, these runes will act as nourishment for the development of any Tarnished. Provided a Finger Maiden can be found...",0
72,Immunizing Cured Meat,http://eldenring.wiki.fextralife.com/file/Elden-Ring/immunizing_cured_meat_elden_ring_wiki_guide_200px.png,Temporarily boosts Immunity,0,"Cured strip of meat, dried out after pickling in a green medicinal solution. Craftable item. Temporarily boosts immunity. Higher immunity helps to mitigate the buildup of various poisons and scarlet rot.",0
73,Heavy Meteorite Fragment,http://eldenring.wiki.fextralife.com/file/Elden-Ring/heavy_meteorite_fragment_tools_consumables_elden_ring_wiki_guide_200px.png,Consumes FP. Throw at the ground to create a gravitational shockwave.,0,"Shard of rock found in the wake of a meteorite strike. It is imbued with a particularly weighty magic. Consumes FP. Throw at the ground to create a gravitational shockwave. The desperate ones who scavenge for these shards dub themselves ""starcallers"".",0
74,Pickled Turtle Neck,http://eldenring.wiki.fextralife.com/file/Elden-Ring/pickled_turtle_neck_elden_ring_wiki_guide_200px.png,Temporarily boosts Stamina recovery,0,"Turtle neck meat, pickled in a bitter medicinal solution. Craftable item. Temporarily boosts stamina recovery. The nutrients churn through the body, practically boiling out endless power.",0
75,Drawstring Fire Grease,http://eldenring.wiki.fextralife.com/file/Elden-Ring/drawstring_fire_grease_elden_ring_wiki_guide_200px.png,"Quickly coats weapon, inflicting fire damage",0,"Solidified grease made from a mixture of incendiary materials. Craftable item.A short string is attached to this lump. Quickly coats armament, inflicting fire damage, but with a brief effect, owing to its small size.",0
76,Fireproof Dried Liver,http://eldenring.wiki.fextralife.com/file/Elden-Ring/fireproof_dried_liver_elden_ring_wiki_guide_200px.png,Temporarily boosts fire damage negation,0,"Cured animal liver, dried out after pickling in a red medicinal solution. Craftable item. Temporarily boosts fire damage negation, improving damage mitigation against attacks imbued with fire.",0
77,Fire Pot,http://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_pot_elden_ring_wiki_guide_200px.png,Throw at enemies to inflict Fire Damage,0,Craftable item prepared using a cracked pot. A cocktail of incendiary materials is sealed inside. Throw at enemies to inflict fire damage.,0
78,Fire Grease,http://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_grease_elden_ring_wiki_guide_200px.png,"Coats weapon, inflicting fire damage",0,"Solidified grease made from a mixture of incendiary materials. Craftable item. Coats armament, adding fire damage to attacks. The effect lasts only for a short time.",0
79,Fire Grease,http://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_grease_elden_ring_wiki_guide_200px.png,"Coats weapon, inflicting fire damage",0,"Solidified grease made from a mixture of incendiary materials. Craftable item. Coats armament, adding fire damage to attacks. The effect lasts only for a short time.",0
80,Bloodboil Aromatic,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bloodboil_aromatic_elden_ring_wiki_guide_200px.png,Uses FP to enter a temporary state of fervor.,21,"Forbidden art of depraved perfumers. Craftable with a perfume bottle. Uses FP to enter a temporary state of fervor, raising maximum attack power and stamina while also increasing damage received. ""Even upon the battlefield, do you fear being wounded? Take a good look. Your limbs are frozen stiff.""",0
81,Stanching Boluses,http://eldenring.wiki.fextralife.com/file/Elden-Ring/stanching_boluses_elden_ring_wiki_guide_200px.png,Alleviates impending blood loss.,0,"Red boluses made from cave moss. Craftable item. Alleviates impending blood loss. Blood loss escalates gradually, causing great damage once the threshold is reached. Take one of these in timely fashion to avoid such an event.",0
82,Gold-Pickled Fowl Foot,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gold-pickled_fowl_foot_elden_ring_wiki_guide_200px.png,Boosts rune acquisition for a time (30%),0,"Four-toed foot of a fowl, pickled in a golden medicinal solution. Craftable item. Boosts the amount of runes obtained from defeating enemies for a certain duration. Since old times, the needy would scrape the meat clean even from a fowl's claw.",0
83,Dragon Heart,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dragon_heart_elden_ring_wiki_guide_200px.png,Gain power of the dragon at the Dragon Communion altar.,0,"Dragon heart seized by a dragon tracker. Riddled with Gravel Stone, this grotesque organ continues to beat vivaciously. An offering used in the Dragon Communion. Consume a dragon's heart at the altar to make its power yours. While a terrible and savage-looking thing, the heart has a peculiar beauty to it.",0
84,Neutralizing Boluses,http://eldenring.wiki.fextralife.com/file/Elden-Ring/neutralizing_boluses_elden_ring_wiki_guide_200px.png,Alleviates poison buildup and cures poison,0,"Green boluses made from cave moss. Craftable item. Alleviates poison buildup and cures poison ailment. Poison accumulates gradually, coming into effect once the threshold is reached. Poison ailment lowers HP in steady increments for a period.",0
85,Exalted Flesh,http://eldenring.wiki.fextralife.com/file/Elden-Ring/exalted_flesh_elden_ring_wiki_guide_200px.png,Temporarily boosts physical attack (30s),0,"A lump of animal flesh pickled in a medicinal solution mixed with fiery spices. Craftable item. Temporarily boosts physical attack. Considered a delicacy in the badlands, this invigorating repast was for the exclusive benefit of those who they deem heroes.",0
86,Throwing Dagger,http://eldenring.wiki.fextralife.com/file/Elden-Ring/throwing_dagger_elden_ring_wiki_guide_200px.png,Throw at enemies to inflict damage,0,"Short dagger for throwing. It has no handguard. The blade is polished, and its weight is expertly balanced. Throw at enemies to deal damage. This auxiliary weapon, used primarily to constrain an enemy's movements, can still be deadly in the right hands.",0
87,Stimulating Boluses,http://eldenring.wiki.fextralife.com/file/Elden-Ring/stimulating_boluses_elden_ring_wiki_guide_200px.png,Alleviates buildup of sleep.,0,"Light-purple boluses made from cave moss. Craftable item. Alleviates buildup of sleep. Sleep accumulates gradually, causing sudden fogginess and loss of FP once the threshold is reached, even if it does not force the afflicted into true slumber. Take one of these in a timely fashion to avoid such events.",0
88,Lands Between Rune,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lands_between_rune_elden_ring_wiki_guide_200px.png,Use to gain many runes,0,"Grace said to have once dwelled in the eyes of the inhabitants of the Lands Between; the lingering residue of gold. Use to gain 3000 runes. No grace resides in the eyes of the Tarnished; if it ever did, it is now lost.",0
89,Golden Seed,http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_seed_elden_ring_wiki_guide_200px.png,Increases Sacred Flask's number of uses,0,"A golden seed, found at the base of an illusory tree. Increases a Sacred Flask's number of uses.(Can be used after resting at a site of grace.) When the Elden Ring was shattered, these seeds flew from the Erdtree, scattering across the various lands, as if life itself knew that its end has come.",0
90,Bewitching Branch,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bewitching_branch_elden_ring_wiki_guide_200px.png,Uses FP to charm pierced enemy,14,"Tree branch blessed with an incantation of unalloyed gold. Craftable item. Pierce a foe, using FP to turn them into a temporary ally. The Empyrean Miquella is loved by many people. Indeed, he has learned very well how to compel such affection.",0
91,Boiled Prawn,http://eldenring.wiki.fextralife.com/file/Elden-Ring/boiled_prawn_elden_ring_wiki_guide_200px.png,Boosts physical damage negation for a time,0,"Boiled prawn meat.A prime specimen of plump and moist meat.True connoisseurs know how to keep from over-salting. Boosts physical damage negation for a certain duration, The meat actually looks to have come from a crayfish. Not that it matters, it's delicious all the same.",0
92,Golden Rune [1],http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_rune_1_elden_ring_wiki_guide_200px.png,Use to gain 200 runes,0,Grace that dwells within the inhabitants of the Lands Between, the lingering trace of gold. Use to gain 200 runes. Runes are nourishment for the development of any Tarnished. Provided a Finger Maiden can be found... West Sarcophagi West Liurnia of the Lakes North Sarcophagi North Liurnia of the Lakes North-East Sarcophagi northeast sarcophagi
93,Golden Rune [2],http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_rune_2_elden_ring_wiki_guide_200px.png,Use to gain 400 runes,0,Grace that dwells within the inhabitants of the Lands Between, the lingering trace of gold. Use to gain 400 runes. Runes are nourishment for the development of any Tarnished. Provided a Finger Maiden can be found... North Sarcophagi West Sarcophagi West Liurnia of the Lakes North-East Sarcophagi North-East Liurnia of the Lakes
94,Golden Rune [3] 3,http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_rune_3_elden_ring_wiki_guide_200px.png,Use to gain 800 runes,0,"Grace that dwells within the inhabitants of the Lands Between; the lingering trace of gold. Use to gain 800 runes. Even now, runes are still imbued with the power of life itself. Do you see the Erdtree towering o'er? Northeastern Sarcophag Liurnia of the Lakes' northeastern sarcophagi. North Creek North Sarcophagi West Sarcophagi: West Liurnia of the Lakes",0
95,Baldachin's Blessing,http://eldenring.wiki.fextralife.com/file/Elden-Ring/baldachinns_blessing_elden_ring_wiki_guide_200px.png,Uses FP to temporarilty boost poise,10,"Favor bestowed by a deathbed companion. Protection of a hidden temple in the guise of a bedchamber. Uses FP to temporarily boost poise. The favor allows one to forget any aches and pains. In Death, there is only peace, for in Death, there can be no sensation.",0
96,Blood Grease,http://eldenring.wiki.fextralife.com/file/Elden-Ring/blood_grease_elden_ring_wiki_guide_200px.png,"Coats armament, inflicting blood loss",0,"Solidified grease made from a mixture of blood-red materials. Craftable item. Coats armament, inflicting blood loss. The effect lasts only for a short time.",0
97,Fan Daggers,http://eldenring.wiki.fextralife.com/file/Elden-Ring/fan_daggers_elden_ring_wiki_guide_200px.png,Thrown fanned-out knives at enemies to inflict damage,0,"A set of five throwing knives bundled together. A concealed weapon cherished by the raptor assassins. The thin knives fan out when thrown, dealing damage to the target. Each knife deals paltry damage, but the wide range makes it suitable for constraining enemies.",0
98,Frozen Raisin,http://eldenring.wiki.fextralife.com/file/Elden-Ring/frozen_raisin_elden_ring_wiki_guide_200px.png,"On horseback, feed to Torrent to vastly restore HP",0,"Preparation of dried Rimed Rowa. Craftable item. Feed to Torrent, the spectral steed, while riding to vastly restore his HP. Torrent seems to enjoy the sensation of chewing this frozen, dried seed. vastly",0
99,Glass Shard,http://eldenring.wiki.fextralife.com/file/Elden-Ring/glass_sahrd_elden_ring_wiki_guide_200px.png,Shard of filthy glass. Worthless rubbish.,0,"Glass shard covered in dirt. Because it sparkles in the light, it might be mistaken for an object of value when seen from afar. It cannot produce light by itself. Essentially worthless.",0
100,Golden Rune [6],http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_rune_6_elden_ring_wiki_guide_200px.png,Use to gain 2000 runes,0,"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold. Use to gain 2000 runes. Those born at the foot of the Erdtree are blessed. At least, that is the enduring belief of the people of the plateau. Minor Erdtree",0
101,Grace Mimic,http://eldenring.wiki.fextralife.com/file/Elden-Ring/grace_mimic_elden_ring_wiki_guide_200px.png,"Light shows the path, but without order",0,"A fetish indicating the guidance of grace. Craftable item. Similar to grace, this fetish draws rays guiding the way, only without any sense of order. Useful as a last resort for those who have lost their way, or for use by those who believe that unrefined guidance will lead to truer encounters.",0
102,Roped Holy Water Pot,http://eldenring.wiki.fextralife.com/file/Elden-Ring/roped_holy_water_pot_elden_ring_wiki_guide_200px.png,Uses FP. Throw behind to inflict Holy Damage,5,"Craftable item prepared using a cracked pot.Enchanted by incantations of the Golden Order, and a short rope that aids throwing has been secured around the pot. Consumes FP. Throw at rearward enemies to inflict holy damage. Highly effective against Thos Who Live in Death, even preventing them from rising again.The Golden Order has no mercy for those who trespass beyond life's bounds.",0
103,Bone Dart,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bone_dart_elden_ring_wiki_guide_200px.png,Throw at enemies to inflict damage,0,Animal bone sharpened into a knife for throwing. Craftable item. Throw at enemies to inflict damage.,0
104,Gravity Stone Chunk,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gravity_stone_chunk_elden_ring_wiki_guide_200px.png,Uses FP to cause a gravitational explosion,5,"Shard of rock found in the wake of a meteorite strike. It is imbued with a particularly weighty magic. Throw at enemies, using FP to cause a gravitational explosion. The desperate ones who scavenge for these shards dub themselves ""starcallers.""",0
105,Gravity Stone Fan,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gravity_stone_fan_elden_ring_wiki_guide_200px.png,Uses FP to emit fan-shaped gravitational shockwave,13,"Shard of rock found in the wake of a meteorite strike. It is imbued with a particularly weighty magic. Uses FP to emit gravitational shockwave. The desperate ones which scavenge for these shards dub themselves ""starcallers.""",0
106,Invigorating Cured Meat,http://eldenring.wiki.fextralife.com/file/Elden-Ring/invigorating_cured_meat_elden_ring_wiki_guide_200px.png,Temporarily boosts Robustness,0,"Cured strip of meat, dried out after pickling in a red medicinal solution.Craftable item. Temporarily boosts robustness. Higher robustness helps to mitigate the buildup of frost and blood loss.",0
107,Kukri,http://eldenring.wiki.fextralife.com/file/Elden-Ring/kukri_elden_ring_wiki_guide_200px.png,Throw at enemies to inflict damage and build up onset of blood loss,0,"A large knife used for throwing. Its curved blade is sharp enough to slice flesh cleanly. Throw at enemies to inflict damage and build up onset of blood loss. This heavy throwing weapon is unsuitable for swift attacks, but is able to inflict heavy damage.",0
108,Large Glintstone Scrap,http://eldenring.wiki.fextralife.com/file/Elden-Ring/large_glintstone_scrap_elden_ring_wiki_guide_200px.png,Break gem and use FP to produce many magic bolts,10,"Large piece of glintstone tinged with unstable magic. Found in crystal tunnels. Break gem, using FP to produce a magic bolt. Poor quality and thereby easily broken, a sorcerer wouldn't give it a second look.",0
109,Magic Grease,http://eldenring.wiki.fextralife.com/file/Elden-Ring/magic_grease_elden_ring_wiki_guide_200px.png,"Coats armament, inflicting magic damage",0,"Solidified grease made from a mixture of magically resonant materials. Craftable item. Coats armament, adding magic damage to attacks. The effect lasts only for a short time.",0
110,Rot Grease,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rot_grease_elden_ring_wiki_guide_200px.png,"Coats armament, inflicting scarlet rot",0,"Solidified grease made from a mixture of rotten materials. Craftable item. Coats armament, inflicting scarlet rot. The effect lasts only for a short time.",0
111,Rune Arc,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rune_arc_elden_ring_wiki_guide_200px.png,Grants the blessing of an equipped Great Rune upon use,0,"A shard of the shattered Elden Ring. Grants the blessing of an equipped Great Rune upon use. Even if no Great Rune is equipped, it will slightly increase maximum HP upon use. The lower arc of the Elden Ring is held to be the basin in which its blessings pool. Perhaps this shard originates from that very arc.",0
112,Silver-Pickled Fowl Foot,http://eldenring.wiki.fextralife.com/file/Elden-Ring/silver_pickled_fowl_foot__elden_ring_wiki_guide_200px.png,Temporarily boosts item discovery (+50),0,"Four-toed foot of a fowl, pickled in a silvery medicinal solution. Craftable item. Temporarily boosts item discovery. Since old times, the needy would scrape the meat clean even from a fowl's claw.",0
113,Spellproof Dried Liver,http://eldenring.wiki.fextralife.com/file/Elden-Ring/spellproof_dried_liver_elden_ring_wiki_guide_200px.png,Temporarily boosts magic damage negation,0,"Cured animal liver, dried out after pickling in a blue medicinal solution. Craftable item. Temporarily boosts magic damage negation, improving damage mitigation against attacks imbued with magic.",0
114,Warming Stone,http://eldenring.wiki.fextralife.com/file/Elden-Ring/warming_stone_elden_ring_wiki_guide_200px.png,Uses FP to continuously heal nearby allies,20,"Ruin Fragment blessed with an incantation of the Two Fingers. Craftable item. Uses FP to generate warmth, continuously restoring the HP of those nearby. It's said that the Erdtree was once as warm as the gentle sun, and would gradually heal all who bathed in its rays.",0
115,Sacred Tear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sacred_tear_elden_ring_wiki_guide_200px.png,Improves Sacred Flask's potency,0,"Blessing of the Erdtree, worshipped in the churches of all lands; this is but a faint vestige. Increases the potency of a Sacred Flask's restorative effects. (Can be used after resting at a site of grace.) During the age of the Erdtree, these tears were used to spread the faith, for theirs was once a certain blessing.",0
116,Furled Finger's Trick-Mirror,http://eldenring.wiki.fextralife.com/file/Elden-Ring/furled_fingers_trick-mirror_talisman_elden_ring_wiki_guide_200px.png,Take on appearance of a Host of Fingers,0,"A small, clouded mirror that reflects a flesh-and-blood figure. Makes the bearer take on the appearance of a Host of Fingers One of the ritual implements created by the Tarnished to deceive invaders.",0
117,Host's Trick-Mirror,http://eldenring.wiki.fextralife.com/file/Elden-Ring/hosts_trick-mirror_talisman_elden_ring_wiki_guide_200px.png,Take on appearance of a cooperator,0,"A small, clouded mirror that reflects a flesh-and-blood figure. Makes the bearer take on the appearance of a summoned cooperator. One of the ritual implements created by the Tarnished to deceive invaders.",0
118,Drawstring Lightning Grease,http://eldenring.wiki.fextralife.com/file/Elden-Ring/drawstring_lightning_grease_elden_ring_wiki_guide_200px.png,"Quickly coats armament, inflicting lightning damage.",0,"Solidified grease made from a mixture of fulminating materials. Craftable item.A short string is attached to this lump. Quickly coats armament, inflicting lightning damage, but with a brief effect, owing to its small size.",0
119,Cuckoo Glintstone,http://eldenring.wiki.fextralife.com/file/Elden-Ring/cuckoo_glintstone_elden_ring_wiki_guide_200px.png,Uses FP to produce a magic bolt,6,"Lump of broken glintstone enwreathed with magic power. A ""faux sorcery"" used by the Knights of the Cuckoo. Craftable item.Launched straight ahead, using FP. A magic bolt springs forth from the point of impact.",0
120,Preserving Boluses,http://eldenring.wiki.fextralife.com/file/Elden-Ring/preserving_boluses_elden_ring_wiki_guide_200px.png,Alleviates scarlet rot buildup and cures rot.,0,"Scarlet boluses made of cave moss.Craftable item. Alleviates scarlet rot buildup and cures rot aliment. Scarlet rot accumulates gradually, coming into effect once the threshold is reached. Scarlet rot ailment greatly lowers HP in steady increments for a period.",0
121,Raw Meat Dumpling,http://eldenring.wiki.fextralife.com/file/Elden-Ring/raw_meat_dumpling_elden_ring_wiki_guide_200px.png,Restores HP but also poisons the user,0,"A pungent raw meatball, made succulent by virtue of being on the verge of turning. Restores HP but also poisons the user. Not recommended for those who prefer to know the origin of their meats.",0
122,Remembrance of the Full Moon Queen,http://eldenring.wiki.fextralife.com/file/Elden-Ring/remembrance_of_the_full_moon_queen_elden_ring_wiki_guide_200px.png,Take the power of its namesake via Finger Reader,0,"Remembrance of Rennala, Queen of the Full Moon, hewn into the Erdtree. The power of its namesake can be unlocked by the Finger Reader.Alternatively, it can be used to gain a great bounty of runes. In her youth, Rennala was a prominent champion who charmed the academy with her lunar magic, becoming its master. She also led the Glintstone Knights and established the house of Caria as royalty.",0
123,Immunizing White Cured Meat,http://eldenring.wiki.fextralife.com/file/Elden-Ring/immunizing_white_cured_meat_elden_ring_wiki_guide_200px.png,Temporarily boosts immunity,0,"A white sliced meat, dried out after pickling in a green medicinal solution.Craftable item. Temporarily boosts immunity. Lasts longer than traditional cured meat, but with reduced effectiveness.",0
124,"Prattling Pate ""Wonderful""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/prattling_pate_wonderful_elden_ring_wiki_guide_200px.png,"Emits a voice that says ""Wonderful""",0,"Twisted clay sculpt in the shape of a human head.Emits a voice that says ""Wonderful."" A wistful fetish that imparts voices and words on an eternal journey. ""Wonderful""",0
125,Clarifying White Cured Meat,http://eldenring.wiki.fextralife.com/file/Elden-Ring/clarifying_white_cured_meat_elden_ring_wiki_guide_200px.png,Temporarily boosts focus,0,"A white sliced meat, dried out after pickling in a purple medicinal solution.Craftable item. Temporarily boosts focus. Lasts longer than traditional cured meat, but with reduced effectiveness.",0
126,Soft Cotton,http://eldenring.wiki.fextralife.com/file/Elden-Ring/soft_cotton_elden_ring_wiki_guide_200px.png,Temporarily reduces fall damage and sound,0,"A soft but sturdy cotton formed from splitting open Rowa fruit in a particular manner. Craftable item. Attaching this cotton to the bottom of one's feet allows for a temporary reduction in fall damage and sound. If you must court danger, at the very least, tread lightly.",0
127,Poisonbone Dart,http://eldenring.wiki.fextralife.com/file/Elden-Ring/poisonbone_dart_elden_ring_wiki_guide_200px.png,Throw at enemies to inflict damage and build up poison,0,"Animal bone sharpened into a knife for throwing, with a poison-laced tip.Craftable item. Throw at enemies to inflict damage and build up poison.",0
128,Poisoned Stone,http://eldenring.wiki.fextralife.com/file/Elden-Ring/poisone_stone_elden_ring_wiki_guide_200px.png,Throw at enemies to cause buildup of poison,0,"A small stone with a poisoned core. Throw at enemies to cause buildup of poison. Miners employ these stones as tools for pest extermination, but have long forgotten how to craft them.",0
129,Poisoned Stone Clump,http://eldenring.wiki.fextralife.com/file/Elden-Ring/posoned_stone_clump_elden_ring_wiki_guide_200px.png,Throw together to cause buildup of poison,0,"A clump of small stones with poison cores. Throw together at enemies to cause buildup of poison. Miners employ these stones as tools for pest extermination, but have long forgotten how to craft them.",0
130,Dragonwound Grease,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dragonwound_grease_elden_ring_wiki_guide_200px.png,"Coats armament, granting anti-dragon effect",0,"Solidified grease made from a gravel-stone mixture. Craftable item. Coats armament, granting an anti-dragon effect. The effect lasts only for a short time. When the dragons were born from their ancient kin, they lost their stone scales, which can now be used to cause them mortal harm.",0
131,"Prattling Pate ""Apologies""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/prattling_pate_apologies_elden_ring_wiki_guide_200px.png,"Emits a voice that says ""Apologies""",0,"Twisted clay sculpt in the shape of a human head.Emits a voice that says ""Apologies."" A wistful fetish that imparts voices and words on an eternal journey. Apologies",0
132,Rejuvenating Boluses,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rejuvenating_boluses_elden_ring_wiki_guide_200px.png,Alleviates death blight buildup,0,"Black boluses made of cave moss.Craftable item. Alleviates death blight buildup. Blight accumulates slowly, causing instant death once the threshold is reached. Take one of these in timely fashion to avoid such an event.",0
133,Explosive Stone Clump,http://eldenring.wiki.fextralife.com/file/Elden-Ring/esplosive_stone_clump_elden_ring_wiki_guide_200px.png,"Explodes when thrown together, inflicting Fire Damage",0,"A clump of small stones with smoldering cores. Explodes when thrown together at enemies, inflicting fire damage. Miners employ these stones as tools for rock blasting, but have long forgotten how to craft them.",0
134,"Prattling Pate ""You're beautiful""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/prattling_pate_you're_beautiful_elden_ring_wiki_guide_200px.png,"Emits a voice that says ""You're beautiful""",0,"Twisted clay sculpt in the shape of a demi-human head.Emits a voice that says ""You're beautiful."" A wistful fetish that imparts voices and words on an eternal journey. Unconditional love. Unrestrained assurance. It must have been a mother speaking. You're beautiful",0
135,Poison Grease,http://eldenring.wiki.fextralife.com/file/Elden-Ring/poison_grease_elden_ring_wiki_guide_200px.png,"Coats armament, inflicting poison",0,"Solidified grease made from a mixture of poison-green materials. Craftable item. Coats armament, inflicting poison.The effect lasts only for a short time.",0
136,"Prattling Pate ""Please help""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/prattling_pate_please_help_elden_ring_wiki_guide_200px.png,"Emits a voice that says ""Please help""",0,"Twisted clay sculpt in the shape of a human head.Emits a voice that says ""Please help."" A wistful fetish that imparts voices and words on an eternal journey. ""Please help""",0
137,Golden Rune [7],http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_rune_7_elden_ring_wiki_guide_200px.png,Use to gain 2500 runes,0,"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold. Use to gain 2500 runes. Those born at the foot of the Erdtree are blessed. At least, that is the enduring belief of the people of the plateau. Stake of Marika.",0
138,Golden Rune [8],http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_rune_8_elden_ring_wiki_guide_200px.png,Use to gain 3000 runes,0,"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold. Use to gain 3000 runes. Those born at the foot of the Erdtree are blessed. At least, that is the enduring belief of the people of the plateau.",0
139,Golden Rune [9],http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_rune_9_elden_ring_wiki_guide_200px.png,Use to gain 3800 runes,0,"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold. Use to gain 3800 runes. Those born at the foot of the Erdtree are blessed. At least, that is the enduring belief of the people of the plateau. Lake of Rot",0
140,Golden Rune [10],http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_rune_10_elden_ring_wiki_guide_200px.png,Use to gain 5000 runes,0,Grace that dwells within the inhabitants of the Lands Between, the lingering residue of gold. Use to gain 5000 runes. The grace of gold blessed those who were first to serve it with the most vivid coloration. Lake of Rot
141,Shield Grease,http://eldenring.wiki.fextralife.com/file/Elden-Ring/shield_grease_elden_ring_wiki_guide_200px.png,Boosts guarding ability and all damage negation.,0,"Solidified grease made from a mixture of magically resonant materials. Craftable item. Coats left-hand armament, boosting guarding ability and all forms of damage negations. Primarily used on shields.",0
142,Soap,http://eldenring.wiki.fextralife.com/file/Elden-Ring/soap_elden_ring_wiki_guide_200px.png,Removes filth and accumulations on the body,0,"A plant-based soap made from mushroom juice.Craftable item. Cleans off filth and other accumulations on the body while also slightly reducing poison buildup. Filth covering the exterior eventually seeps inside, soiling one's very spirit.",0
143,Frenzyflame Stone,http://eldenring.wiki.fextralife.com/file/Elden-Ring/frenzyflame_stone_elden_ring_wiki_guide_200px.png,Uses FP to continuously heal chaos followers,15,"Ruin Fragment blessed with an incantation of the Three Fingers.Craftable item. Uses FP to generate warmth, continuously restoring the HP of those who host the frenzied flame. Confers madness upon those who have not adopted the flame.Take care not to mistake this for its gentler cousin.",0
